Scenario - Own_name
Logfile written - 10/25/2021 12:02:50

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
3	251	Sound	std	2503651	0	2			0		other	0
3	252	Sound	std	2510381	0	2			0		other	0
3	253	Sound	std	2517282	0	2			0		other	0
3	254	Sound	std	2523101	0	3			0		other	0
3	255	Sound	deviant_fall	2529121	0	2			0		other	0
3	255	Sound	0	2541121	12000	3			12000		other	0
3	256	Sound	std	2547991	0	3			0		other	0
3	257	Sound	deviant_fall	2555551	0	2			0		other	0
3	257	Sound	0	2567551	12000	2			12000		other	0
3	258	Sound	deviant_flat	2574601	0	3			0		other	0
3	258	Sound	0	2586601	12000	2			12000		other	0
3	259	Sound	deviant_fall	2593181	0	2			0		other	0
3	259	Sound	0	2605181	12000	3			12000		other	0
3	260	Sound	std	2612232	0	3			0		other	0
3	261	Sound	std	2618541	0	3			0		other	0
3	262	Sound	std	2624591	0	3			0		other	0
3	263	Sound	deviant_rise	2631951	0	2			0		other	0
3	263	Sound	0	2643951	12000	2			12000		other	0
3	264	Sound	std	2650021	0	3			0		other	0
3	265	Sound	deviant_rise	2657201	0	2			0		other	0
3	265	Sound	0	2669201	12000	2			12000		other	0
3	266	Sound	std	2676201	0	3			0		other	0
3	267	Sound	std	2683261	0	3			0		other	0
3	268	Sound	deviant_fall	2690391	0	2			0		other	0
3	268	Sound	0	2702391	12000	2			12000		other	0
3	269	Sound	std	2708950	0	3			0		other	0
3	270	Sound	std	2714700	0	3			0		other	0
3	271	Sound	deviant_rise	2721792	0	2			0		other	0
3	271	Sound	0	2733792	12000	2			12000		other	0
3	272	Sound	std	2739861	0	3			0		other	0
3	273	Sound	deviant_fall	2746710	0	2			0		other	0
3	273	Sound	0	2758710	12000	2			12000		other	0
3	274	Sound	deviant_rise	2765280	0	3			0		other	0
3	274	Sound	0	2777280	12000	3			12000		other	0
3	275	Sound	std	2783720	0	2			0		other	0
3	276	Sound	std	2789791	0	2			0		other	0
3	277	Sound	std	2795941	0	3			0		other	0
3	278	Sound	std	2801930	0	3			0		other	0
3	279	Sound	deviant_fall	2809081	0	3			0		other	0
3	279	Sound	0	2821081	12000	3			12000		other	0
3	280	Sound	std	2827010	0	2			0		other	0
3	281	Sound	std	2833350	0	3			0		other	0
3	282	Sound	std	2840631	0	2			0		other	0
3	283	Sound	deviant_rise	2846600	0	3			0		other	0
3	283	Sound	0	2858600	12000	3			12000		other	0
